Date,Team,MP
20181017,Kemba Walker,38.39
20181017,Nicolas Batum,31.49
20181017,Marvin Williams,25.51
20181017,Cody Zeller,21.06
20181017,Jeremy Lamb,20.48
20181017,Malik Monk,33.35
20181017,Michael Kidd-Gilchrist,21.38
20181017,Tony Parker,19.48
20181017,Miles Bridges,14.3
20181017,Willy Hernangomez,12.16
20181017,Malcolm Brogdon,38.01
20181017,Giannis Antetokounmpo,34.46
20181017,Eric Bledsoe,33.32
20181017,Khris Middleton,32.46
20181017,Brook Lopez,21.27
20181017,Ersan Ilyasova,29.0
20181017,Donte DiVincenzo,22.04
20181017,John Henson,12.0
20181017,Tony Snell,11.2
20181017,Christian Wood,4.57
20181017,Sterling Brown,0.07
20181017,Reggie Jackson,35.01
20181017,Blake Griffin,34.17
20181017,Andre Drummond,32.12
20181017,Luke Kennard,19.21
20181017,Bruce Brown,18.52
20181017,Langston Galloway,33.0
20181017,Ish Smith,28.45
20181017,Glenn Robinson,20.04
20181017,Zaza Pachulia,14.43
20181017,Zach Lofton,3.45
20181017,Joe Harris,37.08
20181017,Jared Dudley,35.51
20181017,Caris LeVert,33.59
20181017,Jarrett Allen,30.09
20181017,D'Angelo Russell,24.58
20181017,Spencer Dinwiddie,32.17
20181017,Ed Davis,17.36
20181017,Treveon Graham,17.25
20181017,Rodions Kurucs,10.37
20181017,Thaddeus Young,27.43
20181017,Bojan Bogdanovic,27.06
20181017,Victor Oladipo,25.47
20181017,Darren Collison,21.29
20181017,Myles Turner,20.22
20181017,Domantas Sabonis,28.33
20181017,Cory Joseph,28.17
20181017,Doug McDermott,24.24
20181017,Tyreke Evans,23.34
20181017,Aaron Holiday,3.58
20181017,Kyle O'Quinn,3.58
20181017,Edmond Sumner,3.51
20181017,T.J. Leaf,0.58
20181017,Marc Gasol,30.11
20181017,Mike Conley,28.58
20181017,JaMychal Green,24.59
20181017,Garrett Temple,24.3
20181017,Chandler Parsons,22.33
20181017,Shelvin Mack,29.55
20181017,Jaren Jackson,25.18
20181017,MarShon Brooks,22.04
20181017,Kyle Anderson,19.15
20181017,Dillon Brooks,6.17
20181017,Wayne Selden,6.0
20181017,Aaron Gordon,38.18
20181017,Nikola Vucevic,28.06
20181017,Evan Fournier,23.32
20181017,D.J. Augustin,22.16
20181017,Jonathan Isaac,18.08
20181017,Jonathon Simmons,33.26
20181017,Jerian Grant,25.42
20181017,Terrence Ross,25.32
20181017,Mohamed Bamba,24.58
20181017,Josh Richardson,37.35
20181017,Hassan Whiteside,33.35
20181017,Goran Dragic,32.54
20181017,Rodney McGruder,31.3
20181017,Derrick Jones,17.13
20181017,Dwyane Wade,26.02
20181017,Tyler Johnson,23.45
20181017,Bam Adebayo,21.59
20181017,Kelly Olynyk,15.25
20181017,Frank Ntilikina,33.38
20181017,Tim Hardaway,28.51
20181017,Enes Kanter,27.12
20181017,Trey Burke,20.34
20181017,Lance Thomas,15.3
20181017,Ron Baker,27.26
20181017,Allonzo Trier,26.17
20181017,Kevin Knox,23.38
20181017,Mario Hezonja,19.14
20181017,Noah Vonleh,16.22
20181017,Mitchell Robinson,1.18
20181017,Trae Young,33.08
20181017,Taurean Prince,32.19
20181017,Kent Bazemore,30.16
20181017,Vince Carter,23.58
20181017,Alex Len,21.26
20181017,DeAndre' Bembry,23.19
20181017,Alex Poythress,20.43
20181017,Tyler Dorsey,14.36
20181017,Jeremy Lin,13.42
20181017,Miles Plumlee,9.22
20181017,Omari Spellman,8.19
20181017,Kevin Huerter,4.35
20181017,Jaylen Adams,4.17
20181017,Kawhi Leonard,37.15
20181017,Kyle Lowry,35.35
20181017,Danny Green,32.45
20181017,Jonas Valanciunas,20.24
20181017,Pascal Siakam,19.57
20181017,Serge Ibaka,27.11
20181017,Fred VanVleet,25.24
20181017,OG Anunoby,17.32
20181017,Norman Powell,12.25
20181017,C.J. Miles,10.23
20181017,Lorenzo Brown,0.44
20181017,Malachi Richardson,0.25
20181017,Kevin Love,34.05
20181017,Cedi Osman,33.05
20181017,George Hill,31.27
20181017,Tristan Thompson,27.05
20181017,Rodney Hood,26.19
20181017,Jordan Clarkson,23.09
20181017,Collin Sexton,17.43
20181017,Sam Dekker,16.16
20181017,Ante Zizic,14.24
20181017,Kyle Korver,14.01
20181017,David Nwaba,1.42
20181017,John Holland,0.44
20181017,James Harden,34.43
20181017,P.J. Tucker,34.19
20181017,Chris Paul,32.21
20181017,Clint Capela,26.11
20181017,James Ennis,24.43
20181017,Eric Gordon,29.21
20181017,Carmelo Anthony,27.0
20181017,Michael Carter-Williams,17.44
20181017,Gerald Green,10.28
20181017,Gary Clark,1.35
20181017,Isaiah Hartenstein,1.35
20181017,Anthony Davis,39.07
20181017,Jrue Holiday,38.16
20181017,Elfrid Payton,36.52
20181017,E'Twaun Moore,33.44
20181017,Nikola Mirotic,29.54
20181017,Julius Randle,23.49
20181017,Darius Miller,19.56
20181017,Solomon Hill,12.02
20181017,Kenrich Williams,1.35
20181017,Frank Jackson,1.35
20181017,Jahlil Okafor,1.35
20181017,Cheick Diallo,1.35
20181017,LaMarcus Aldridge,41.39
20181017,DeMar DeRozan,38.11
20181017,Bryn Forbes,30.02
20181017,Rudy Gay,23.29
20181017,Jakob Poeltl,7.52
20181017,Patty Mills,29.53
20181017,Pau Gasol,22.41
20181017,Marco Belinelli,21.47
20181017,Davis Bertans,17.5
20181017,Dante Cunningham,6.36
20181017,Andrew Wiggins,37.27
20181017,Jimmy Butler,31.36
20181017,Jeff Teague,31.32
20181017,Taj Gibson,26.57
20181017,Karl-Anthony Towns,22.23
20181017,Derrick Rose,30.31
20181017,Gorgui Dieng,24.03
20181017,Anthony Tolliver,19.03
20181017,Tyus Jones,16.28
20181017,Willie Cauley-Stein,38.25
20181017,De'Aaron Fox,37.3
20181017,Buddy Hield,31.5
20181017,Yogi Ferrell,30.18
20181017,Nemanja Bjelica,27.09
20181017,Justin Jackson,30.3
20181017,Iman Shumpert,17.34
20181017,Marvin Bagley,12.07
20181017,Harry Giles,9.38
20181017,Frank Mason,4.59
20181017,Rudy Gobert,37.16
20181017,Donovan Mitchell,36.12
20181017,Joe Ingles,35.13
20181017,Derrick Favors,23.33
20181017,Ricky Rubio,21.52
20181017,Jae Crowder,33.13
20181017,Dante Exum,26.07
20181017,Alec Burks,17.59
20181017,Royce O'Neale,6.36
20181017,Georges Niang,1.59
20181017,Tobias Harris,40.31
20181017,Danilo Gallinari,33.53
20181017,Avery Bradley,27.56
20181017,Patrick Beverley,19.31
20181017,Marcin Gortat,18.1
20181017,Shai Gilgeous-Alexander,28.12
20181017,Lou Williams,24.25
20181017,Boban Marjanovic,17.51
20181017,Montrezl Harrell,16.19
20181017,Luc Mbah a Moute,9.13
20181017,Mike Scott,3.59
20181017,Will Barton,34.46
20181017,Gary Harris,34.25
20181017,Nikola Jokic,33.32
20181017,Jamal Murray,31.38
20181017,Paul Millsap,30.19
20181017,Trey Lyles,18.47
20181017,Monte Morris,16.23
20181017,Juan Hernangomez,15.03
20181017,Mason Plumlee,13.22
20181017,Malik Beasley,11.45
20181017,Thomas Welsh,0.0
20181017,Trevor Ariza,37.01
20181017,Deandre Ayton,36.29
20181017,Isaiah Canaan,33.34
20181017,Devin Booker,33.27
20181017,Ryan Anderson,24.01
20181017,Josh Jackson,28.23
20181017,T.J. Warren,23.45
20181017,Tyson Chandler,11.31
20181017,Elie Okobo,7.3
20181017,Troy Daniels,4.08
20181017,Mikal Bridges,0.11
20181017,Wesley Matthews,34.21
20181017,Luka Doncic,31.47
20181017,DeAndre Jordan,30.31
20181017,Dorian Finney-Smith,30.21
20181017,Dennis Smith,27.55
20181017,J.J. Barea,20.39
20181017,Jalen Brunson,19.07
20181017,Dwight Powell,17.29
20181017,Maxi Kleber,16.45
20181017,Devin Harris,6.12
20181017,Ryan Broekhoff,3.59
20181017,Ray Spalding,0.54
20181018,Ben Simmons,33.42
20181018,Joel Embiid,32.51
20181018,Markelle Fultz,32.08
20181018,Robert Covington,29.08
20181018,Dario Saric,28.2
20181018,Landry Shamet,29.11
20181018,J.J. Redick,24.06
20181018,Amir Johnson,15.09
20181018,Furkan Korkmaz,7.45
20181018,T.J. McConnell,4.51
20181018,Jonah Bolden,2.49
20181018,Bobby Portis,33.06
20181018,Zach LaVine,32.42
20181018,Justin Holiday,27.23
20181018,Cameron Payne,21.34
20181018,Wendell Carter,19.59
20181018,Antonio Blakeney,30.27
20181018,Ryan Arcidiacono,28.16
20181018,Jabari Parker,25.12
20181018,Robin Lopez,17.43
20181018,Chandler Hutchison,2.49
20181018,Tyler Ulis,0.49
20181018,John Wall,35.49
20181018,Otto Porter,33.37
20181018,Bradley Beal,27.11
20181018,Markieff Morris,24.5
20181018,Ian Mahinmi,11.38
20181018,Jeff Green,32.3
20181018,Austin Rivers,25.0
20181018,Kelly Oubre,20.14
20181018,Jason Smith,14.54
20181018,Tomas Satoransky,14.06
20181018,Jordan McRae,0.11
20181018,Josh Richardson,38.25
20181018,Rodney McGruder,34.08
20181018,Goran Dragic,31.15
20181018,Hassan Whiteside,28.59
20181018,Derrick Jones,23.51
20181018,Dwyane Wade,26.25
20181018,Tyler Johnson,24.28
20181018,Bam Adebayo,17.07
20181018,Kelly Olynyk,15.22
20181018,Damian Lillard,35.24
20181018,CJ McCollum,31.01
20181018,Al-Farouq Aminu,26.58
20181018,Jusuf Nurkic,17.11
20181018,Jake Layman,12.4
20181018,Nik Stauskas,27.12
20181018,Zach Collins,26.19
20181018,Evan Turner,21.13
20181018,Maurice Harkless,18.26
20181018,Seth Curry,15.34
20181018,Meyers Leonard,8.02
20181018,LeBron James,37.2
20181018,Rajon Rondo,31.45
20181018,Brandon Ingram,27.35
20181018,Kentavious Caldwell-Pope,27.18
20181018,JaVale McGee,21.35
20181018,Kyle Kuzma,28.54
20181018,Josh Hart,27.28
20181018,Lonzo Ball,19.28
20181018,Lance Stephenson,16.19
20181018,Michael Beasley,2.18
20181019,Evan Fournier,25.05
20181019,Aaron Gordon,24.54
20181019,Nikola Vucevic,22.23
20181019,D.J. Augustin,20.54
20181019,Jonathan Isaac,14.25
20181019,Jerian Grant,24.59
20181019,Jonathon Simmons,22.41
20181019,Terrence Ross,19.02
20181019,Mohamed Bamba,18.37
20181019,Wesley Iwundu,14.52
20181019,Jarell Martin,12.0
20181019,Isaiah Briscoe,10.04
20181019,Khem Birch,10.04
20181019,Nicolas Batum,29.59
20181019,Kemba Walker,26.46
20181019,Jeremy Lamb,25.05
20181019,Cody Zeller,22.45
20181019,Marvin Williams,20.29
20181019,Malik Monk,23.37
20181019,Michael Kidd-Gilchrist,22.29
20181019,Willy Hernangomez,17.18
20181019,Tony Parker,16.12
20181019,Miles Bridges,14.24
20181019,Dwayne Bacon,7.57
20181019,Frank Kaminsky,7.57
20181019,Bismack Biyombo,5.02
20181019,D'Angelo Russell,33.46
20181019,Jarrett Allen,33.32
20181019,Caris LeVert,32.23
20181019,Jared Dudley,27.04
20181019,Joe Harris,22.37
20181019,Spencer Dinwiddie,31.06
20181019,Allen Crabbe,18.16
20181019,Rodions Kurucs,17.19
20181019,Ed Davis,14.14
20181019,Treveon Graham,9.43
20181019,Tim Hardaway,36.28
20181019,Enes Kanter,35.2
20181019,Frank Ntilikina,30.42
20181019,Trey Burke,29.56
20181019,Lance Thomas,21.05
20181019,Kevin Knox,28.08
20181019,Ron Baker,18.04
20181019,Allonzo Trier,15.31
20181019,Mario Hezonja,13.19
20181019,Noah Vonleh,11.27
20181019,Garrett Temple,33.49
20181019,Marc Gasol,28.44
20181019,Mike Conley,25.0
20181019,Chandler Parsons,17.17
20181019,JaMychal Green,14.01
20181019,Jaren Jackson,27.36
20181019,Shelvin Mack,25.0
20181019,Omri Casspi,24.03
20181019,Kyle Anderson,19.53
20181019,Dillon Brooks,17.05
20181019,Wayne Selden,7.32
20181019,Trae Young,33.05
20181019,Alex Len,26.16
20181019,Taurean Prince,23.03
20181019,Kent Bazemore,22.01
20181019,Vince Carter,20.15
20181019,DeAndre' Bembry,32.26
20181019,Alex Poythress,21.29
20181019,Miles Plumlee,18.55
20181019,Jeremy Lin,17.19
20181019,Kevin Huerter,13.06
20181019,Tyler Dorsey,12.05
20181019,Andrew Wiggins,36.32
20181019,Jimmy Butler,36.05
20181019,Karl-Anthony Towns,34.41
20181019,Jeff Teague,31.28
20181019,Taj Gibson,28.1
20181019,Derrick Rose,23.23
20181019,Anthony Tolliver,19.47
20181019,Tyus Jones,16.35
20181019,Gorgui Dieng,13.19
20181019,Kevin Love,39.28
20181019,Tristan Thompson,35.56
20181019,Cedi Osman,35.06
20181019,Rodney Hood,29.09
20181019,George Hill,24.57
20181019,Jordan Clarkson,23.42
20181019,Collin Sexton,23.03
20181019,Ante Zizic,10.51
20181019,Sam Dekker,8.54
20181019,Kyle Korver,5.14
20181019,J.R. Smith,3.4
20181019,Nikola Mirotic,31.19
20181019,Jrue Holiday,26.56
20181019,Anthony Davis,26.45
20181019,Elfrid Payton,24.05
20181019,E'Twaun Moore,23.42
20181019,Julius Randle,24.25
20181019,Darius Miller,22.45
20181019,Solomon Hill,20.21
20181019,Ian Clark,17.53
20181019,Jahlil Okafor,7.32
20181019,Frank Jackson,5.59
20181019,Cheick Diallo,4.09
20181019,Tim Frazier,4.09
20181019,De'Aaron Fox,26.55
20181019,Buddy Hield,26.5
20181019,Willie Cauley-Stein,25.57
20181019,Yogi Ferrell,21.05
20181019,Nemanja Bjelica,10.51
20181019,Marvin Bagley,32.38
20181019,Justin Jackson,21.22
20181019,Frank Mason,21.05
20181019,Iman Shumpert,20.44
20181019,Harry Giles,18.4
20181019,Skal Labissiere,7.54
20181019,Ben McLemore,5.59
20181019,Kawhi Leonard,35.52
20181019,Kyle Lowry,34.19
20181019,Serge Ibaka,33.32
20181019,Danny Green,32.28
20181019,Pascal Siakam,17.36
20181019,Fred VanVleet,27.43
20181019,OG Anunoby,21.18
20181019,Jonas Valanciunas,14.28
20181019,C.J. Miles,12.17
20181019,Norman Powell,10.27
20181019,Jayson Tatum,36.47
20181019,Kyrie Irving,35.56
20181019,Al Horford,33.26
20181019,Gordon Hayward,24.17
20181019,Jaylen Brown,24.1
20181019,Marcus Morris,25.45
20181019,Terry Rozier,23.13
20181019,Marcus Smart,21.52
20181019,Aron Baynes,14.34
20181019,Giannis Antetokounmpo,31.59
20181019,Khris Middleton,30.34
20181019,Malcolm Brogdon,27.26
20181019,Eric Bledsoe,26.02
20181019,Brook Lopez,22.16
20181019,Ersan Ilyasova,23.43
20181019,John Henson,22.26
20181019,Donte DiVincenzo,20.14
20181019,Tony Snell,17.5
20181019,Christian Wood,5.48
20181019,Matthew Dellavedova,4.14
20181019,Sterling Brown,3.44
20181019,Pat Connaughton,3.44
20181019,Victor Oladipo,31.41
20181019,Myles Turner,27.23
20181019,Bojan Bogdanovic,27.19
20181019,Thaddeus Young,26.56
20181019,Darren Collison,26.48
20181019,Tyreke Evans,22.38
20181019,Domantas Sabonis,22.1
20181019,Doug McDermott,20.21
20181019,Cory Joseph,17.48
20181019,Kyle O'Quinn,4.14
20181019,Alize Johnson,4.14
20181019,Edmond Sumner,4.14
20181019,Aaron Holiday,4.14
20181019,Tobias Harris,37.05
20181019,Avery Bradley,28.52
20181019,Danilo Gallinari,26.36
20181019,Patrick Beverley,24.44
20181019,Marcin Gortat,20.28
20181019,Lou Williams,26.29
20181019,Shai Gilgeous-Alexander,23.16
20181019,Luc Mbah a Moute,19.0
20181019,Boban Marjanovic,16.05
20181019,Montrezl Harrell,13.04
20181019,Mike Scott,4.21
20181019,Paul George,38.07
20181019,Steven Adams,33.19
20181019,Dennis Schroder,30.01
20181019,Patrick Patterson,19.27
20181019,Terrance Ferguson,17.15
20181019,Alex Abrines,32.06
20181019,Jerami Grant,27.38
20181019,Raymond Felton,17.59
20181019,Nerlens Noel,14.41
20181019,Hamidou Diallo,8.32
20181019,Deonte Burton,0.55
20181019,Joe Ingles,35.41
20181019,Donovan Mitchell,34.41
20181019,Rudy Gobert,34.41
20181019,Ricky Rubio,32.51
20181019,Derrick Favors,20.58
20181019,Jae Crowder,28.33
20181019,Dante Exum,18.12
20181019,Alec Burks,11.43
20181019,Royce O'Neale,10.52
20181019,Georges Niang,8.41
20181019,Ekpe Udoh,3.07
20181019,Kevin Durant,39.38
20181019,Stephen Curry,37.07
20181019,Klay Thompson,35.53
20181019,Draymond Green,33.12
20181019,Damian Jones,18.03
20181019,Jonas Jerebko,23.45
20181019,Kevon Looney,18.36
20181019,Shaun Livingston,18.17
20181019,Alfonzo McKinnie,12.21
20181019,Quinn Cook,3.06
20181020,Victor Oladipo,32.54
20181020,Bojan Bogdanovic,27.27
20181020,Myles Turner,26.33
20181020,Thaddeus Young,25.31
20181020,Darren Collison,22.53
20181020,Doug McDermott,25.53
20181020,Cory Joseph,25.1
20181020,Tyreke Evans,21.51
20181020,Kyle O'Quinn,18.36
20181020,Edmond Sumner,3.49
20181020,Alize Johnson,3.16
20181020,Aaron Holiday,3.16
20181020,Ike Anigbogu,2.51
20181020,Joe Harris,31.31
20181020,D'Angelo Russell,30.41
20181020,Caris LeVert,27.37
20181020,Jared Dudley,22.35
20181020,Jarrett Allen,21.34
20181020,Spencer Dinwiddie,26.26
20181020,Allen Crabbe,25.2
20181020,Ed Davis,19.26
20181020,Rodions Kurucs,14.56
20181020,Kenneth Faried,6.48
20181020,Theo Pinson,6.33
20181020,Dzanan Musa,6.33
20181020,Bradley Beal,35.14
20181020,John Wall,34.23
20181020,Markieff Morris,31.05
20181020,Otto Porter,24.53
20181020,Ian Mahinmi,17.29
20181020,Austin Rivers,27.09
20181020,Jeff Green,20.37
20181020,Kelly Oubre,19.02
20181020,Jason Smith,17.22
20181020,Tomas Satoransky,12.46
20181020,Kyle Lowry,34.46
20181020,Danny Green,30.56
20181020,OG Anunoby,29.0
20181020,Norman Powell,23.3
20181020,Jonas Valanciunas,18.5
20181020,Serge Ibaka,27.29
20181020,Fred VanVleet,26.44
20181020,Pascal Siakam,26.26
20181020,C.J. Miles,13.16
20181020,Lorenzo Brown,9.03
20181020,Tim Hardaway,37.24
20181020,Enes Kanter,31.08
20181020,Trey Burke,30.27
20181020,Frank Ntilikina,18.52
20181020,Lance Thomas,17.07
20181020,Allonzo Trier,25.15
20181020,Damyean Dotson,22.21
20181020,Noah Vonleh,21.42
20181020,Ron Baker,12.27
20181020,Mario Hezonja,9.45
20181020,Mitchell Robinson,9.25
20181020,Kevin Knox,4.07
20181020,Jaylen Brown,38.27
20181020,Jayson Tatum,35.11
20181020,Kyrie Irving,32.06
20181020,Al Horford,23.55
20181020,Aron Baynes,11.39
20181020,Marcus Smart,28.01
20181020,Marcus Morris,25.39
20181020,Terry Rozier,22.54
20181020,Daniel Theis,14.03
20181020,Guerschon Yabusele,5.47
20181020,Semi Ojeleye,2.18
20181020,Robert Covington,38.58
20181020,Dario Saric,37.34
20181020,Joel Embiid,33.41
20181020,Markelle Fultz,22.38
20181020,Ben Simmons,7.41
20181020,J.J. Redick,32.17
20181020,T.J. McConnell,25.22
20181020,Landry Shamet,20.56
20181020,Amir Johnson,14.23
20181020,Furkan Korkmaz,6.3
20181020,Nikola Vucevic,37.35
20181020,D.J. Augustin,34.32
20181020,Evan Fournier,33.4
20181020,Aaron Gordon,32.07
20181020,Jonathan Isaac,27.31
20181020,Terrence Ross,28.58
20181020,Wesley Iwundu,18.03
20181020,Mohamed Bamba,14.1
20181020,Jerian Grant,7.14
20181020,Isaiah Briscoe,6.1
20181020,Justin Holiday,37.33
20181020,Zach LaVine,36.57
20181020,Bobby Portis,29.21
20181020,Cameron Payne,28.21
20181020,Wendell Carter,17.4
20181020,Robin Lopez,25.17
20181020,Jabari Parker,23.42
20181020,Antonio Blakeney,21.3
20181020,Ryan Arcidiacono,19.39
20181020,Blake Griffin,34.34
20181020,Reggie Bullock,29.54
20181020,Stanley Johnson,29.4
20181020,Reggie Jackson,28.04
20181020,Andre Drummond,23.33
20181020,Ish Smith,27.5
20181020,Langston Galloway,26.09
20181020,Zaza Pachulia,23.08
20181020,Glenn Robinson,13.04
20181020,Jose Calderon,4.04
20181020,Rodney McGruder,41.31
20181020,Goran Dragic,38.43
20181020,Derrick Jones,30.02
20181020,Josh Richardson,26.5
20181020,Hassan Whiteside,24.5
20181020,Dwyane Wade,24.41
20181020,Tyler Johnson,22.25
20181020,Kelly Olynyk,15.3
20181020,Bam Adebayo,15.28
20181020,Nicolas Batum,41.44
20181020,Kemba Walker,40.02
20181020,Marvin Williams,30.09
20181020,Jeremy Lamb,28.06
20181020,Cody Zeller,24.32
20181020,Michael Kidd-Gilchrist,28.49
20181020,Malik Monk,25.12
20181020,Willy Hernangomez,12.2
20181020,Tony Parker,9.06
20181020,Luka Doncic,36.14
20181020,Wesley Matthews,35.26
20181020,DeAndre Jordan,31.45
20181020,Dorian Finney-Smith,30.0
20181020,Dennis Smith,26.23
20181020,J.J. Barea,21.37
20181020,Jalen Brunson,20.03
20181020,Maxi Kleber,17.24
20181020,Dwight Powell,16.51
20181020,Ryan Broekhoff,4.17
20181020,Jeff Teague,34.07
20181020,Karl-Anthony Towns,33.36
20181020,Taj Gibson,31.11
20181020,Josh Okogie,28.32
20181020,Andrew Wiggins,27.17
20181020,Derrick Rose,32.23
20181020,Anthony Tolliver,16.49
20181020,Gorgui Dieng,14.24
20181020,Tyus Jones,13.53
20181020,C.J. Williams,7.48
20181020,Jamal Murray,37.09
20181020,Gary Harris,35.09
20181020,Paul Millsap,32.07
20181020,Nikola Jokic,30.43
20181020,Will Barton,19.13
20181020,Trey Lyles,16.37
20181020,Torrey Craig,15.1
20181020,Juan Hernangomez,14.48
20181020,Mason Plumlee,13.49
20181020,Monte Morris,13.23
20181020,Malik Beasley,7.34
20181020,Thomas Welsh,2.43
20181020,Tyler Lydon,1.34
20181020,Devin Booker,36.27
20181020,Isaiah Canaan,29.55
20181020,Trevor Ariza,29.21
20181020,Deandre Ayton,22.33
20181020,Ryan Anderson,22.07
20181020,Josh Jackson,22.59
20181020,T.J. Warren,22.11
20181020,Tyson Chandler,17.4
20181020,Mikal Bridges,14.48
20181020,Richaun Holmes,7.47
20181020,Jamal Crawford,6.48
20181020,Elie Okobo,3.42
20181020,Dragan Bender,3.42
20181020,Damian Lillard,30.16
20181020,CJ McCollum,30.16
20181020,Al-Farouq Aminu,29.2
20181020,Jusuf Nurkic,23.07
20181020,Jake Layman,15.5
20181020,Evan Turner,24.32
20181020,Nik Stauskas,20.39
20181020,Maurice Harkless,20.21
20181020,Zach Collins,15.23
20181020,Seth Curry,14.42
20181020,Meyers Leonard,9.3
20181020,Caleb Swanigan,3.02
20181020,Wade Baldwin,3.02
20181020,LaMarcus Aldridge,36.44
20181020,DeMar DeRozan,34.22
20181020,Bryn Forbes,27.11
20181020,Rudy Gay,26.37
20181020,Jakob Poeltl,13.06
20181020,Patty Mills,22.09
20181020,Davis Bertans,19.42
20181020,Pau Gasol,17.08
20181020,Marco Belinelli,16.31
20181020,Dante Cunningham,16.06
20181020,Drew Eubanks,3.28
20181020,Chimezie Metu,3.28
20181020,Quincy Pondexter,3.28
20181020,LeBron James,38.52
20181020,Rajon Rondo,29.42
20181020,Brandon Ingram,28.51
20181020,JaVale McGee,19.51
20181020,Kentavious Caldwell-Pope,18.08
20181020,Josh Hart,30.21
20181020,Lonzo Ball,26.16
20181020,Kyle Kuzma,25.01
20181020,Lance Stephenson,22.58
20181020,James Harden,37.5
20181020,P.J. Tucker,35.39
20181020,Clint Capela,33.39
20181020,Chris Paul,29.4
20181020,James Ennis,22.09
20181020,Eric Gordon,31.37
20181020,Carmelo Anthony,29.06
20181020,Gerald Green,17.51
20181020,Michael Carter-Williams,2.29
20181021,Cedi Osman,39.12
20181021,Kevin Love,33.31
20181021,George Hill,27.33
20181021,Tristan Thompson,27.17
20181021,Rodney Hood,26.4
20181021,Collin Sexton,27.33
20181021,Jordan Clarkson,23.02
20181021,Larry Nance,17.18
20181021,Sam Dekker,14.29
20181021,Ante Zizic,3.25
20181021,Trae Young,37.4
20181021,Alex Len,32.21
20181021,Kent Bazemore,32.17
20181021,Taurean Prince,25.49
20181021,Vince Carter,12.18
20181021,Kevin Huerter,25.04
20181021,Alex Poythress,23.48
20181021,Omari Spellman,23.45
20181021,DeAndre' Bembry,16.23
20181021,Jeremy Lin,9.42
20181021,Jaylen Adams,0.53
20181021,Russell Westbrook,35.09
20181021,Steven Adams,33.5
20181021,Paul George,32.38
20181021,Terrance Ferguson,19.03
20181021,Patrick Patterson,12.34
20181021,Dennis Schroder,32.23
20181021,Jerami Grant,27.47
20181021,Hamidou Diallo,21.05
20181021,Nerlens Noel,13.18
20181021,Deonte Burton,6.53
20181021,Alex Abrines,5.2
20181021,De'Aaron Fox,41.59
20181021,Nemanja Bjelica,30.43
20181021,Iman Shumpert,30.12
20181021,Buddy Hield,23.24
20181021,Willie Cauley-Stein,22.12
20181021,Justin Jackson,26.26
20181021,Marvin Bagley,23.44
20181021,Yogi Ferrell,19.34
20181021,Harry Giles,16.46
20181021,Ben McLemore,2.47
20181021,Skal Labissiere,2.13
20181021,Gary Harris,34.51
20181021,Nikola Jokic,32.23
20181021,Torrey Craig,26.35
20181021,Paul Millsap,26.26
20181021,Jamal Murray,26.24
20181021,Juan Hernangomez,23.18
20181021,Monte Morris,21.36
20181021,Trey Lyles,21.34
20181021,Mason Plumlee,15.36
20181021,Malik Beasley,11.14
20181021,Stephen Curry,39.13
20181021,Kevin Durant,38.37
20181021,Klay Thompson,36.19
20181021,Draymond Green,33.14
20181021,Damian Jones,18.56
20181021,Andre Iguodala,25.33
20181021,Kevon Looney,19.03
20181021,Jonas Jerebko,11.28
20181021,Quinn Cook,10.51
20181021,Jordan Bell,3.29
20181021,Alfonzo McKinnie,3.14
20181021,Tobias Harris,34.5
20181021,Danilo Gallinari,32.26
20181021,Avery Bradley,24.07
20181021,Patrick Beverley,23.3
20181021,Marcin Gortat,18.24
20181021,Shai Gilgeous-Alexander,25.35
20181021,Lou Williams,25.03
20181021,Montrezl Harrell,24.05
20181021,Luc Mbah a Moute,16.33
20181021,Mike Scott,10.2
20181021,Boban Marjanovic,5.07
20181021,James Harden,39.45
20181021,P.J. Tucker,37.12
20181021,Clint Capela,33.38
20181021,Eric Gordon,32.55
20181021,James Ennis,22.51
20181021,Carmelo Anthony,26.46
20181021,Gerald Green,21.2
20181021,Michael Carter-Williams,13.39
20181021,Isaiah Hartenstein,9.23
20181021,Gary Clark,2.31
20181022,Jayson Tatum,34.25
20181022,Kyrie Irving,34.01
20181022,Al Horford,32.14
20181022,Jaylen Brown,31.18
20181022,Gordon Hayward,24.56
20181022,Marcus Morris,20.19
20181022,Marcus Smart,19.2
20181022,Terry Rozier,15.29
20181022,Daniel Theis,15.04
20181022,Semi Ojeleye,6.53
20181022,Robert Williams,3.3
20181022,Guerschon Yabusele,2.31
20181022,Aaron Gordon,38.35
20181022,Evan Fournier,32.44
20181022,Nikola Vucevic,32.37
20181022,D.J. Augustin,29.43
20181022,Jonathan Isaac,26.04
20181022,Jonathon Simmons,23.32
20181022,Terrence Ross,19.14
20181022,Mohamed Bamba,19.14
20181022,Jerian Grant,18.17
20181022,Kyle Lowry,31.49
20181022,Kawhi Leonard,31.04
20181022,Danny Green,26.24
20181022,Serge Ibaka,24.25
20181022,Pascal Siakam,19.46
20181022,OG Anunoby,24.44
20181022,Jonas Valanciunas,19.42
20181022,Fred VanVleet,18.41
20181022,C.J. Miles,16.04
20181022,Norman Powell,15.42
20181022,Malachi Richardson,3.53
20181022,Greg Monroe,3.53
20181022,Lorenzo Brown,3.53
20181022,Nicolas Batum,35.57
20181022,Kemba Walker,33.34
20181022,Jeremy Lamb,23.18
20181022,Marvin Williams,20.41
